step,time,dt,cfl,max_speed,kinetic_energy,enstrophy,circulation,poisson_iters,poisson_residual,frame
217,0.169531,7.813e-4,0.4000,0.813764,1.42422365e-3,3.40277790e1,-8.97352817e-1,3,4.349e-12,-1
218,0.170313,7.813e-4,0.4000,0.814260,1.42839074e-3,3.39793502e1,-8.97560589e-1,3,4.214e-12,-1
219,0.171094,7.813e-4,0.4000,0.814751,1.43254816e-3,3.39312517e1,-8.97766854e-1,3,4.775e-12,-1
220,0.171875,7.813e-4,0.4000,0.815236,1.43669597e-3,3.38834802e1,-8.97971629e-1,3,4.405e-12,-1
221,0.172656,7.813e-4,0.4000,0.815717,1.44083424e-3,3.38360323e1,-8.98174932e-1,3,4.306e-12,-1
222,0.173438,7.813e-4,0.4000,0.816193,1.44496303e-3,3.37889048e1,-8.98376779e-1,3,3.979e-12,-1
223,0.174219,7.813e-4,0.4000,0.816664,1.44908240e-3,3.37420943e1,-8.98577188e-1,3,4.789e-12,-1
224,0.175000,7.813e-4,0.4000,0.817131,1.45319242e-3,3.36955977e1,-8.98776174e-1,3,4.157e-12,-1
225,0.175781,7.813e-4,0.4000,0.817592,1.45729314e-3,3.36494119e1,-8.98973753e-1,3,4.441e-12,-1
226,0.176563,7.813e-4,0.4000,0.818049,1.46138463e-3,3.36035336e1,-8.99169943e-1,3,4.675e-12,-1
227,0.177344,7.813e-4,0.4000,0.818501,1.46546695e-3,3.35579600e1,-8.99364758e-1,3,4.391e-12,-1
228,0.178125,7.813e-4,0.4000,0.818949,1.46954015e-3,3.35126878e1,-8.99558214e-1,3,4.235e-12,-1
229,0.178906,7.813e-4,0.4000,0.819392,1.47360429e-3,3.34677141e1,-8.99750326e-1,3,4.154e-12,-1
230,0.179688,7.813e-4,0.4000,0.819830,1.47765944e-3,3.34230361e1,-8.99941109e-1,3,4.341e-12,-1
231,0.180469,7.813e-4,0.4000,0.820263,1.48170565e-3,3.33786507e1,-9.00130578e-1,3,4.349e-12,-1
232,0.181250,7.813e-4,0.4000,0.820693,1.48574297e-3,3.33345551e1,-9.00318748e-1,3,4.491e-12,-1
233,0.182031,7.813e-4,0.4000,0.821144,1.48977147e-3,3.32907465e1,-9.00505631e-1,3,4.100e-12,-1
234,0.182813,7.813e-4,0.4000,0.821596,1.49379119e-3,3.32472221e1,-9.00691244e-1,3,4.498e-12,-1
235,0.183594,7.813e-4,0.4000,0.822044,1.49780220e-3,3.32039792e1,-9.00875599e-1,3,4.633e-12,-1
236,0.184375,7.813e-4,0.4000,0.822487,1.50180454e-3,3.31610150e1,-9.01058710e-1,3,4.619e-12,-1
237,0.185156,7.813e-4,0.4000,0.822927,1.50579828e-3,3.31183268e1,-9.01240591e-1,3,4.412e-12,-1
238,0.185938,7.813e-4,0.4000,0.823362,1.50978346e-3,3.30759120e1,-9.01421255e-1,3,5.016e-12,-1
239,0.186719,7.813e-4,0.4000,0.823794,1.51376014e-3,3.30337680e1,-9.01600714e-1,3,4.562e-12,-1
240,0.187500,7.813e-4,0.4000,0.824221,1.51772837e-3,3.29918922e1,-9.01778983e-1,3,4.292e-12,-1
241,0.188281,7.813e-4,0.4000,0.824645,1.52168820e-3,3.29502821e1,-9.01956072e-1,3,4.379e-12,-1
242,0.189063,7.813e-4,0.4000,0.825064,1.52563969e-3,3.29089351e1,-9.02131996e-1,3,4.704e-12,-1
243,0.189844,7.813e-4,0.4000,0.825480,1.52958288e-3,3.28678489e1,-9.02306766e-1,3,4.071e-12,-1
244,0.190625,7.813e-4,0.4000,0.825891,1.53351783e-3,3.28270209e1,-9.02480394e-1,3,4.739e-12,-1
245,0.191406,7.813e-4,0.4000,0.826299,1.53744457e-3,3.27864487e1,-9.02652892e-1,3,4.093e-12,-1
246,0.192188,7.813e-4,0.4000,0.826703,1.54136318e-3,3.27461299e1,-9.02824272e-1,3,4.277e-12,-1
247,0.192969,7.813e-4,0.4000,0.827102,1.54527368e-3,3.27060623e1,-9.02994545e-1,3,4.619e-12,-1
248,0.193750,7.813e-4,0.4000,0.827499,1.54917614e-3,3.26662434e1,-9.03163724e-1,3,4.476e-12,-1
249,0.194531,7.813e-4,0.4000,0.827891,1.55307059e-3,3.26266710e1,-9.03331819e-1,3,4.976e-12,-1
250,0.195313,7.813e-4,0.4000,0.828279,1.55695709e-3,3.25873428e1,-9.03498841e-1,3,4.853e-12,-1
251,0.196094,7.813e-4,0.4000,0.828664,1.56083568e-3,3.25482566e1,-9.03664801e-1,3,4.782e-12,-1
252,0.196875,7.813e-4,0.4000,0.829045,1.56470641e-3,3.25094102e1,-9.03829710e-1,3,4.746e-12,-1
253,0.197656,7.813e-4,0.4000,0.829423,1.56856933e-3,3.24708014e1,-9.03993579e-1,3,4.279e-12,-1
254,0.198438,7.813e-4,0.4000,0.829796,1.57242447e-3,3.24324280e1,-9.04156418e-1,3,4.690e-12,-1
255,0.199219,7.813e-4,0.4000,0.830166,1.57627189e-3,3.23942880e1,-9.04318238e-1,3,4.633e-12,-1
256,0.200000,7.813e-4,0.4000,0.830533,1.58011164e-3,3.23563791e1,-9.04479048e-1,3,4.547e-12,-1
257,0.200781,7.813e-4,0.4000,0.830896,1.58394374e-3,3.23186995e1,-9.04638859e-1,3,4.249e-12,-1
258,0.201563,7.813e-4,0.4000,0.831271,1.58776826e-3,3.22812469e1,-9.04797681e-1,3,4.889e-12,-1
259,0.202344,7.813e-4,0.4000,0.831654,1.59158522e-3,3.22440194e1,-9.04955523e-1,3,4.391e-12,-1
260,0.203125,7.813e-4,0.4000,0.832034,1.59539469e-3,3.22070150e1,-9.05112395e-1,3,4.647e-12,-1
261,0.203906,7.813e-4,0.4000,0.832411,1.59919668e-3,3.21702317e1,-9.05268306e-1,3,4.654e-12,-1
262,0.204688,7.813e-4,0.4000,0.832785,1.60299126e-3,3.21336676e1,-9.05423267e-1,3,4.761e-12,-1
263,0.205469,7.813e-4,0.4000,0.833155,1.60677846e-3,3.20973207e1,-9.05577285e-1,3,4.512e-12,-1
264,0.206250,7.813e-4,0.4000,0.833522,1.61055833e-3,3.20611892e1,-9.05730371e-1,3,4.285e-12,-1
265,0.207031,7.813e-4,0.4000,0.833886,1.61433090e-3,3.20252711e1,-9.05882534e-1,3,4.491e-12,-1
266,0.207813,7.813e-4,0.4000,0.834246,1.61809621e-3,3.19895647e1,-9.06033781e-1,3,4.292e-12,-1
267,0.208594,7.813e-4,0.4000,0.834604,1.62185431e-3,3.19540679e1,-9.06184123e-1,3,4.519e-12,-1
268,0.209375,7.813e-4,0.4000,0.834958,1.62560523e-3,3.19187792e1,-9.06333567e-1,3,4.263e-12,-1
269,0.210156,7.813e-4,0.4000,0.835309,1.62934902e-3,3.18836966e1,-9.06482123e-1,3,4.192e-12,-1
270,0.210938,7.813e-4,0.4000,0.835657,1.63308571e-3,3.18488184e1,-9.06629797e-1,3,4.412e-12,-1
271,0.211719,7.813e-4,0.4000,0.836002,1.63681534e-3,3.18141429e1,-9.06776600e-1,3,5.564e-12,-1
272,0.212500,7.813e-4,0.4000,0.836343,1.64053796e-3,3.17796682e1,-9.06922539e-1,3,4.491e-12,-1
273,0.213281,7.813e-4,0.4000,0.836682,1.64425359e-3,3.17453928e1,-9.07067622e-1,3,4.718e-12,-1
274,0.214063,7.813e-4,0.4000,0.837017,1.64796228e-3,3.17113149e1,-9.07211858e-1,3,4.299e-12,-1
275,0.214844,7.813e-4,0.4000,0.837350,1.65166407e-3,3.16774329e1,-9.07355253e-1,3,4.803e-12,-1
276,0.215625,7.813e-4,0.4000,0.837679,1.65535899e-3,3.16437450e1,-9.07497816e-1,3,4.576e-12,-1
277,0.216406,7.813e-4,0.4000,0.838006,1.65904708e-3,3.16102498e1,-9.07639555e-1,3,4.619e-12,-1
278,0.217188,7.813e-4,0.4000,0.838329,1.66272837e-3,3.15769454e1,-9.07780477e-1,3,4.414e-12,-1
279,0.217969,7.813e-4,0.4000,0.838650,1.66640290e-3,3.15438305e1,-9.07920590e-1,3,4.462e-12,-1
280,0.218750,7.813e-4,0.4000,0.838968,1.67007072e-3,3.15109034e1,-9.08059900e-1,3,4.746e-12,-1
281,0.219531,7.813e-4,0.4000,0.839282,1.67373184e-3,3.14781625e1,-9.08198416e-1,3,5.095e-12,-1
282,0.220313,7.813e-4,0.4000,0.839594,1.67738631e-3,3.14456063e1,-9.08336145e-1,3,4.960e-12,-1
283,0.221094,7.813e-4,0.4000,0.839909,1.68103417e-3,3.14132333e1,-9.08473093e-1,3,4.654e-12,-1
284,0.221875,7.813e-4,0.4000,0.840239,1.68467544e-3,3.13810419e1,-9.08609268e-1,3,4.619e-12,-1
285,0.222656,7.813e-4,0.4000,0.840567,1.68831017e-3,3.13490307e1,-9.08744676e-1,3,4.874e-12,-1
286,0.223438,7.813e-4,0.4000,0.840891,1.69193838e-3,3.13171983e1,-9.08879325e-1,3,4.896e-12,-1
287,0.224219,7.813e-4,0.4000,0.841213,1.69556012e-3,3.12855431e1,-9.09013221e-1,3,4.349e-12,-1
288,0.225000,7.813e-4,0.4000,0.841533,1.69917540e-3,3.12540638e1,-9.09146371e-1,3,4.420e-12,-1
289,0.225781,7.813e-4,0.4000,0.841850,1.70278428e-3,3.12227588e1,-9.09278782e-1,3,4.853e-12,-1
290,0.226563,7.813e-4,0.4000,0.842164,1.70638677e-3,3.11916269e1,-9.09410460e-1,3,4.349e-12,-1
291,0.227344,7.813e-4,0.4000,0.842475,1.70998292e-3,3.11606665e1,-9.09541411e-1,3,4.718e-12,-1
292,0.228125,7.813e-4,0.4000,0.842784,1.71357275e-3,3.11298764e1,-9.09671642e-1,3,5.109e-12,-1
293,0.228906,7.813e-4,0.4000,0.843090,1.71715629e-3,3.10992552e1,-9.09801159e-1,3,5.443e-12,-1
294,0.229688,7.813e-4,0.4000,0.843394,1.72073359e-3,3.10688015e1,-9.09929969e-1,3,4.945e-12,-1
295,0.230469,7.813e-4,0.4000,0.843695,1.72430467e-3,3.10385140e1,-9.10058077e-1,3,4.732e-12,-1
296,0.231250,7.813e-4,0.4000,0.843994,1.72786955e-3,3.10083914e1,-9.10185490e-1,3,4.555e-12,-1
297,0.232031,7.813e-4,0.4000,0.844290,1.73142828e-3,3.09784323e1,-9.10312213e-1,3,4.505e-12,-1
298,0.232813,7.813e-4,0.4000,0.844584,1.73498089e-3,3.09486356e1,-9.10438252e-1,3,4.866e-12,-1
299,0.233594,7.813e-4,0.4000,0.844875,1.73852740e-3,3.09189998e1,-9.10563614e-1,3,4.306e-12,-1
300,0.234375,7.813e-4,0.4000,0.845163,1.74206784e-3,3.08895239e1,-9.10688304e-1,3,4.910e-12,-1
301,0.235156,7.813e-4,0.4000,0.845450,1.74560225e-3,3.08602064e1,-9.10812328e-1,3,4.725e-12,-1
302,0.235938,7.813e-4,0.4000,0.845733,1.74913065e-3,3.08310463e1,-9.10935692e-1,3,5.230e-12,-1
303,0.236719,7.813e-4,0.4000,0.846015,1.75265307e-3,3.08020421e1,-9.11058400e-1,3,5.215e-12,-1
304,0.237500,7.813e-4,0.4000,0.846294,1.75616955e-3,3.07731929e1,-9.11180459e-1,3,4.627e-12,-1
305,0.238281,7.813e-4,0.4000,0.846570,1.75968011e-3,3.07444973e1,-9.11301874e-1,3,4.725e-12,-1
306,0.239063,7.813e-4,0.4000,0.846844,1.76318478e-3,3.07159542e1,-9.11422650e-1,3,4.590e-12,-1
307,0.239844,7.813e-4,0.4000,0.847116,1.76668359e-3,3.06875624e1,-9.11542793e-1,3,4.505e-12,-1
308,0.240625,7.813e-4,0.4000,0.847385,1.77017657e-3,3.06593207e1,-9.11662308e-1,3,4.405e-12,-1
309,0.241406,7.813e-4,0.4000,0.847668,1.77366374e-3,3.06312281e1,-9.11781200e-1,3,4.827e-12,-1
310,0.242188,7.813e-4,0.4000,0.847954,1.77714514e-3,3.06032834e1,-9.11899474e-1,3,4.754e-12,-1
311,0.242969,7.813e-4,0.4000,0.848237,1.78062079e-3,3.05754854e1,-9.12017136e-1,3,5.343e-12,-1
312,0.243750,7.813e-4,0.4000,0.848518,1.78409072e-3,3.05478330e1,-9.12134190e-1,3,5.478e-12,-1
313,0.244531,7.813e-4,0.4000,0.848797,1.78755496e-3,3.05203252e1,-9.12250641e-1,3,4.675e-12,-1
314,0.245313,7.813e-4,0.4000,0.849074,1.79101353e-3,3.04929609e1,-9.12366495e-1,3,5.258e-12,-1
315,0.246094,7.813e-4,0.4000,0.849349,1.79446646e-3,3.04657390e1,-9.12481756e-1,3,4.995e-12,-1
316,0.246875,7.813e-4,0.4000,0.849622,1.79791378e-3,3.04386584e1,-9.12596429e-1,3,4.420e-12,-1
317,0.247656,7.813e-4,0.4000,0.849892,1.80135551e-3,3.04117180e1,-9.12710518e-1,3,5.926e-12,-1
318,0.248438,7.813e-4,0.4000,0.850160,1.80479169e-3,3.03849169e1,-9.12824029e-1,3,5.361e-12,-1
319,0.249219,7.813e-4,0.4000,0.850426,1.80822232e-3,3.03582540e1,-9.12936965e-1,3,4.793e-12,-1
320,0.250000,7.812e-4,0.4000,0.850690,1.81164746e-3,3.03317283e1,-9.13049333e-1,3,4.974e-12,1
321,0.250781,7.813e-4,0.4000,0.850952,1.81506710e-3,3.03053388e1,-9.13161135e-1,3,5.222e-12,-1
322,0.251563,7.813e-4,0.4000,0.851212,1.81848130e-3,3.02790844e1,-9.13272377e-1,3,4.597e-12,-1
323,0.252344,7.813e-4,0.4000,0.851470,1.82189006e-3,3.02529642e1,-9.13383063e-1,3,5.123e-12,-1
324,0.253125,7.813e-4,0.4000,0.851725,1.82529341e-3,3.02269772e1,-9.13493198e-1,3,5.400e-12,-1
325,0.253906,7.813e-4,0.4000,0.851979,1.82869138e-3,3.02011224e1,-9.13602785e-1,3,4.995e-12,-1
326,0.254688,7.813e-4,0.4000,0.852231,1.83208400e-3,3.01753989e1,-9.13711829e-1,3,4.434e-12,-1
327,0.255469,7.813e-4,0.4000,0.852480,1.83547128e-3,3.01498058e1,-9.13820335e-1,3,4.917e-12,-1
328,0.256250,7.813e-4,0.4000,0.852728,1.83885325e-3,3.01243419e1,-9.13928306e-1,3,4.967e-12,-1
329,0.257031,7.813e-4,0.4000,0.852973,1.84222994e-3,3.00990066e1,-9.14035747e-1,3,4.768e-12,-1
330,0.257813,7.813e-4,0.4000,0.853217,1.84560137e-3,3.00737987e1,-9.14142662e-1,3,5.045e-12,-1
331,0.258594,7.813e-4,0.4000,0.853459,1.84896757e-3,3.00487175e1,-9.14249054e-1,3,4.896e-12,-1
332,0.259375,7.813e-4,0.4000,0.853698,1.85232855e-3,3.00237619e1,-9.14354928e-1,3,5.031e-12,-1
333,0.260156,7.813e-4,0.4000,0.853936,1.85568434e-3,2.99989312e1,-9.14460289e-1,3,5.016e-12,-1
334,0.260938,7.813e-4,0.4000,0.854173,1.85903497e-3,2.99742244e1,-9.14565139e-1,3,5.617e-12,-1
335,0.261719,7.813e-4,0.4000,0.854425,1.86238045e-3,2.99496406e1,-9.14669482e-1,3,5.226e-12,-1
336,0.262500,7.813e-4,0.4000,0.854675,1.86572081e-3,2.99251790e1,-9.14773323e-1,3,5.126e-12,-1
337,0.263281,7.813e-4,0.4000,0.854923,1.86905608e-3,2.99008386e1,-9.14876666e-1,3,5.421e-12,-1
338,0.264063,7.813e-4,0.4000,0.855170,1.87238627e-3,2.98766188e1,-9.14979514e-1,3,5.073e-12,-1
339,0.264844,7.813e-4,0.4000,0.855414,1.87571141e-3,2.98525185e1,-9.15081870e-1,3,4.860e-12,-1
340,0.265625,7.813e-4,0.4000,0.855657,1.87903152e-3,2.98285370e1,-9.15183739e-1,3,5.048e-12,-1
341,0.266406,7.813e-4,0.4000,0.855898,1.88234663e-3,2.98046735e1,-9.15285125e-1,3,4.860e-12,-1
342,0.267188,7.813e-4,0.4000,0.856138,1.88565674e-3,2.97809271e1,-9.15386030e-1,3,5.294e-12,-1
343,0.267969,7.813e-4,0.4000,0.856375,1.88896190e-3,2.97572969e1,-9.15486458e-1,3,4.624e-12,-1
344,0.268750,7.813e-4,0.4000,0.856611,1.89226211e-3,2.97337823e1,-9.15586414e-1,3,5.379e-12,-1
345,0.269531,7.813e-4,0.4000,0.856845,1.89555740e-3,2.97103824e1,-9.15685900e-1,3,4.842e-12,-1
346,0.270313,7.813e-4,0.4000,0.857077,1.89884779e-3,2.96870964e1,-9.15784920e-1,3,5.429e-12,-1
347,0.271094,7.813e-4,0.4000,0.857307,1.90213330e-3,2.96639235e1,-9.15883477e-1,3,5.006e-12,-1
348,0.271875,7.813e-4,0.4000,0.857536,1.90541395e-3,2.96408630e1,-9.15981575e-1,3,5.063e-12,-1
349,0.272656,7.813e-4,0.4000,0.857763,1.90868977e-3,2.96179140e1,-9.16079217e-1,3,6.281e-12,-1
350,0.273438,7.813e-4,0.4000,0.857988,1.91196077e-3,2.95950759e1,-9.16176407e-1,3,4.905e-12,-1
351,0.274219,7.813e-4,0.4000,0.858212,1.91522698e-3,2.95723479e1,-9.16273147e-1,3,5.498e-12,-1
352,0.275000,7.813e-4,0.4000,0.858433,1.91848841e-3,2.95497292e1,-9.16369442e-1,3,5.244e-12,-1
353,0.275781,7.813e-4,0.4000,0.858653,1.92174509e-3,2.95272190e1,-9.16465293e-1,3,5.445e-12,-1
354,0.276563,7.813e-4,0.4000,0.858872,1.92499704e-3,2.95048167e1,-9.16560706e-1,3,5.933e-12,-1
355,0.277344,7.813e-4,0.4000,0.859089,1.92824427e-3,2.94825216e1,-9.16655681e-1,3,5.166e-12,-1
356,0.278125,7.813e-4,0.4000,0.859304,1.93148680e-3,2.94603328e1,-9.16750224e-1,3,5.305e-12,-1
357,0.278906,7.813e-4,0.4000,0.859517,1.93472467e-3,2.94382497e1,-9.16844336e-1,3,5.978e-12,-1
358,0.279688,7.813e-4,0.4000,0.859729,1.93795787e-3,2.94162717e1,-9.16938022e-1,3,5.699e-12,-1
359,0.280469,7.813e-4,0.4000,0.859940,1.94118644e-3,2.93943979e1,-9.17031283e-1,3,5.077e-12,-1
360,0.281250,7.813e-4,0.4000,0.860151,1.94441040e-3,2.93726277e1,-9.17124124e-1,3,5.649e-12,-1
361,0.282031,7.813e-4,0.4000,0.860374,1.94762976e-3,2.93509604e1,-9.17216546e-1,3,5.122e-12,-1
362,0.282813,7.813e-4,0.4000,0.860595,1.95084454e-3,2.93293953e1,-9.17308553e-1,3,5.470e-12,-1
363,0.283594,7.813e-4,0.4000,0.860815,1.95405476e-3,2.93079318e1,-9.17400148e-1,3,5.469e-12,-1
364,0.284375,7.813e-4,0.4000,0.861033,1.95726044e-3,2.92865691e1,-9.17491334e-1,3,5.294e-12,-1
365,0.285156,7.813e-4,0.4000,0.861250,1.96046160e-3,2.92653067e1,-9.17582114e-1,3,5.753e-12,-1
366,0.285938,7.813e-4,0.4000,0.861465,1.96365826e-3,2.92441438e1,-9.17672490e-1,3,5.536e-12,-1
367,0.286719,7.813e-4,0.4000,0.861679,1.96685043e-3,2.92230799e1,-9.17762465e-1,3,6.118e-12,-1
368,0.287500,7.813e-4,0.4000,0.861891,1.97003814e-3,2.92021142e1,-9.17852043e-1,3,6.079e-12,-1
369,0.288281,7.813e-4,0.4000,0.862102,1.97322140e-3,2.91812461e1,-9.17941225e-1,3,5.731e-12,-1
370,0.289063,7.813e-4,0.4000,0.862311,1.97640023e-3,2.91604751e1,-9.18030015e-1,3,5.924e-12,-1
371,0.289844,7.813e-4,0.4000,0.862518,1.97957465e-3,2.91398004e1,-9.18118415e-1,3,6.080e-12,-1
372,0.290625,7.813e-4,0.4000,0.862725,1.98274467e-3,2.91192214e1,-9.18206428e-1,3,6.382e-12,-1
373,0.291406,7.813e-4,0.4000,0.862929,1.98591032e-3,2.90987376e1,-9.18294057e-1,3,6.196e-12,-1
374,0.292188,7.813e-4,0.4000,0.863133,1.98907161e-3,2.90783482e1,-9.18381303e-1,3,5.377e-12,-1
375,0.292969,7.813e-4,0.4000,0.863335,1.99222856e-3,2.90580528e1,-9.18468171e-1,3,5.823e-12,-1
376,0.293750,7.813e-4,0.4000,0.863535,1.99538118e-3,2.90378507e1,-9.18554662e-1,3,5.556e-12,-1
377,0.294531,7.813e-4,0.4000,0.863734,1.99852950e-3,2.90177413e1,-9.18640779e-1,3,6.263e-12,-1
378,0.295313,7.813e-4,0.4000,0.863931,2.00167353e-3,2.89977240e1,-9.18726525e-1,3,7.200e-12,-1
379,0.296094,7.813e-4,0.4000,0.864128,2.00481328e-3,2.89777983e1,-9.18811902e-1,3,5.524e-12,-1
380,0.296875,7.813e-4,0.4000,0.864322,2.00794879e-3,2.89579635e1,-9.18896912e-1,3,6.008e-12,-1
381,0.297656,7.813e-4,0.4000,0.864516,2.01108005e-3,2.89382191e1,-9.18981558e-1,3,5.791e-12,-1
382,0.298438,7.813e-4,0.4000,0.864708,2.01420709e-3,2.89185646e1,-9.19065842e-1,3,5.714e-12,-1
383,0.299219,7.813e-4,0.4000,0.864898,2.01732992e-3,2.88989992e1,-9.19149768e-1,3,5.805e-12,-1
384,0.300000,7.813e-4,0.4000,0.865087,2.02044857e-3,2.88795226e1,-9.19233336e-1,3,5.187e-12,-1
385,0.300781,7.813e-4,0.4000,0.865275,2.02356305e-3,2.88601341e1,-9.19316550e-1,3,5.948e-12,-1
386,0.301563,7.813e-4,0.4000,0.865462,2.02667336e-3,2.88408331e1,-9.19399412e-1,3,5.688e-12,-1
387,0.302344,7.813e-4,0.4000,0.865661,2.02977954e-3,2.88216192e1,-9.19481925e-1,3,5.983e-12,-1
388,0.303125,7.813e-4,0.4000,0.865859,2.03288160e-3,2.88024918e1,-9.19564090e-1,3,5.777e-12,-1
389,0.303906,7.813e-4,0.4000,0.866055,2.03597954e-3,2.87834504e1,-9.19645909e-1,3,5.091e-12,-1
390,0.304688,7.813e-4,0.4000,0.866250,2.03907340e-3,2.87644943e1,-9.19727386e-1,3,5.761e-12,-1
391,0.305469,7.813e-4,0.4000,0.866444,2.04216318e-3,2.87456232e1,-9.19808522e-1,3,5.705e-12,-1
392,0.306250,7.813e-4,0.4000,0.866636,2.04524890e-3,2.87268365e1,-9.19889320e-1,3,6.532e-12,-1
393,0.307031,7.813e-4,0.4000,0.866827,2.04833057e-3,2.87081336e1,-9.19969782e-1,3,6.541e-12,-1
394,0.307813,7.813e-4,0.4000,0.867017,2.05140821e-3,2.86895140e1,-9.20049909e-1,3,6.548e-12,-1
395,0.308594,7.813e-4,0.4000,0.867206,2.05448184e-3,2.86709773e1,-9.20129705e-1,3,5.720e-12,-1
396,0.309375,7.813e-4,0.4000,0.867393,2.05755147e-3,2.86525229e1,-9.20209171e-1,3,5.411e-12,-1
397,0.310156,7.813e-4,0.4000,0.867579,2.06061712e-3,2.86341504e1,-9.20288309e-1,3,5.934e-12,-1
398,0.310938,7.813e-4,0.4000,0.867764,2.06367880e-3,2.86158591e1,-9.20367122e-1,3,5.966e-12,-1
399,0.311719,7.813e-4,0.4000,0.867947,2.06673652e-3,2.85976487e1,-9.20445612e-1,3,6.452e-12,-1
400,0.312500,7.813e-4,0.4000,0.868130,2.06979031e-3,2.85795186e1,-9.20523780e-1,3,6.266e-12,-1
401,0.313281,7.813e-4,0.4000,0.868311,2.07284017e-3,2.85614684e1,-9.20601629e-1,3,5.601e-12,-1
402,0.314063,7.813e-4,0.4000,0.868491,2.07588613e-3,2.85434976e1,-9.20679161e-1,3,6.185e-12,-1
403,0.314844,7.813e-4,0.4000,0.868669,2.07892819e-3,2.85256057e1,-9.20756377e-1,3,6.310e-12,-1
404,0.315625,7.813e-4,0.4000,0.868847,2.08196637e-3,2.85077922e1,-9.20833280e-1,3,6.075e-12,-1
405,0.316406,7.813e-4,0.4000,0.869023,2.08500068e-3,2.84900567e1,-9.20909872e-1,3,6.963e-12,-1
406,0.317188,7.813e-4,0.4000,0.869198,2.08803115e-3,2.84723986e1,-9.20986155e-1,3,6.031e-12,-1
407,0.317969,7.813e-4,0.4000,0.869372,2.09105777e-3,2.84548176e1,-9.21062130e-1,3,5.677e-12,-1
408,0.318750,7.813e-4,0.4000,0.869545,2.09408058e-3,2.84373132e1,-9.21137800e-1,3,6.452e-12,-1
409,0.319531,7.813e-4,0.4000,0.869716,2.09709957e-3,2.84198849e1,-9.21213167e-1,3,6.395e-12,-1
410,0.320313,7.813e-4,0.4000,0.869886,2.10011477e-3,2.84025322e1,-9.21288231e-1,3,6.242e-12,-1
411,0.321094,7.813e-4,0.4000,0.870056,2.10312619e-3,2.83852548e1,-9.21362997e-1,3,6.007e-12,-1
412,0.321875,7.813e-4,0.4000,0.870224,2.10613385e-3,2.83680522e1,-9.21437464e-1,3,6.347e-12,-1
413,0.322656,7.813e-4,0.4000,0.870399,2.10913775e-3,2.83509239e1,-9.21511635e-1,3,5.835e-12,-1
414,0.323438,7.813e-4,0.4000,0.870576,2.11213791e-3,2.83338695e1,-9.21585512e-1,3,5.812e-12,-1
415,0.324219,7.813e-4,0.4000,0.870753,2.11513435e-3,2.83168886e1,-9.21659097e-1,3,5.956e-12,-1
416,0.325000,7.813e-4,0.4000,0.870929,2.11812707e-3,2.82999807e1,-9.21732391e-1,3,6.464e-12,-1
417,0.325781,7.813e-4,0.4000,0.871103,2.12111610e-3,2.82831454e1,-9.21805396e-1,3,6.070e-12,-1
418,0.326563,7.813e-4,0.4000,0.871277,2.12410144e-3,2.82663824e1,-9.21878114e-1,3,6.241e-12,-1
419,0.327344,7.813e-4,0.4000,0.871449,2.12708311e-3,2.82496911e1,-9.21950547e-1,3,6.308e-12,-1
420,0.328125,7.813e-4,0.4000,0.871620,2.13006112e-3,2.82330711e1,-9.22022697e-1,3,5.848e-12,-1
421,0.328906,7.813e-4,0.4000,0.871790,2.13303548e-3,2.82165221e1,-9.22094564e-1,3,5.622e-12,-1
422,0.329688,7.813e-4,0.4000,0.871959,2.13600621e-3,2.82000437e1,-9.22166152e-1,3,5.890e-12,-1
423,0.330469,7.813e-4,0.4000,0.872127,2.13897333e-3,2.81836354e1,-9.22237461e-1,3,5.951e-12,-1
424,0.331250,7.813e-4,0.4000,0.872294,2.14193683e-3,2.81672968e1,-9.22308494e-1,3,5.954e-12,-1
425,0.332031,7.813e-4,0.4000,0.872460,2.14489674e-3,2.81510275e1,-9.22379251e-1,3,5.472e-12,-1
426,0.332813,7.813e-4,0.4000,0.872625,2.14785308e-3,2.81348272e1,-9.22449735e-1,3,5.883e-12,-1
427,0.333594,7.813e-4,0.4000,0.872789,2.15080584e-3,2.81186954e1,-9.22519947e-1,3,5.716e-12,-1
428,0.334375,7.813e-4,0.4000,0.872951,2.15375505e-3,2.81026318e1,-9.22589889e-1,3,6.168e-12,-1
429,0.335156,7.813e-4,0.4000,0.873113,2.15670071e-3,2.80866359e1,-9.22659563e-1,3,6.450e-12,-1
430,0.335938,7.813e-4,0.4000,0.873274,2.15964284e-3,2.80707074e1,-9.22728970e-1,3,6.242e-12,-1
431,0.336719,7.813e-4,0.4000,0.873433,2.16258146e-3,2.80548459e1,-9.22798111e-1,3,6.061e-12,-1
432,0.337500,7.813e-4,0.4000,0.873592,2.16551657e-3,2.80390510e1,-9.22866989e-1,3,6.050e-12,-1
433,0.338281,7.813e-4,0.4000,0.873749,2.16844818e-3,2.80233224e1,-9.22935604e-1,3,6.712e-12,-1
434,0.339063,7.813e-4,0.4000,0.873906,2.17137632e-3,2.80076596e1,-9.23003959e-1,3,5.749e-12,-1
435,0.339844,7.813e-4,0.4000,0.874061,2.17430098e-3,2.79920623e1,-9.23072054e-1,3,6.254e-12,-1
436,0.340625,7.813e-4,0.4000,0.874216,2.17722219e-3,2.79765302e1,-9.23139892e-1,3,5.741e-12,-1
437,0.341406,7.813e-4,0.4000,0.874369,2.18013995e-3,2.79610629e1,-9.23207474e-1,3,6.476e-12,-1
