step,time,dt,cfl,max_speed,kinetic_energy,enstrophy,circulation,poisson_iters,poisson_residual,frame
438,0.342188,7.813e-4,0.4000,0.874522,2.18305428e-3,2.79456599e1,-9.23274802e-1,3,6.362e-12,-1
439,0.342969,7.813e-4,0.4000,0.874674,2.18596519e-3,2.79303210e1,-9.23341876e-1,3,5.986e-12,-1
440,0.343750,7.813e-4,0.4000,0.874835,2.18887268e-3,2.79150458e1,-9.23408699e-1,3,6.626e-12,-1
441,0.344531,7.813e-4,0.4000,0.874995,2.19177678e-3,2.78998339e1,-9.23475271e-1,3,6.338e-12,-1
442,0.345313,7.813e-4,0.4000,0.875155,2.19467749e-3,2.78846851e1,-9.23541595e-1,3,6.112e-12,-1
443,0.346094,7.813e-4,0.4000,0.875313,2.19757483e-3,2.78695988e1,-9.23607671e-1,3,6.768e-12,-1
444,0.346875,7.813e-4,0.4000,0.875470,2.20046880e-3,2.78545749e1,-9.23673502e-1,3,6.407e-12,-1
445,0.347656,7.813e-4,0.4000,0.875627,2.20335943e-3,2.78396129e1,-9.23739088e-1,3,6.747e-12,-1
446,0.348438,7.813e-4,0.4000,0.875782,2.20624671e-3,2.78247126e1,-9.23804431e-1,3,5.860e-12,-1
447,0.349219,7.813e-4,0.4000,0.875937,2.20913066e-3,2.78098735e1,-9.23869532e-1,3,6.067e-12,-1
448,0.350000,7.813e-4,0.4000,0.876091,2.21201129e-3,2.77950954e1,-9.23934394e-1,3,7.006e-12,-1
449,0.350781,7.813e-4,0.4000,0.876243,2.21488862e-3,2.77803779e1,-9.23999016e-1,3,5.735e-12,-1
450,0.351563,7.813e-4,0.4000,0.876395,2.21776265e-3,2.77657206e1,-9.24063401e-1,3,6.232e-12,-1
451,0.352344,7.813e-4,0.4000,0.876546,2.22063340e-3,2.77511233e1,-9.24127549e-1,3,6.320e-12,-1
452,0.353125,7.813e-4,0.4000,0.876696,2.22350087e-3,2.77365857e1,-9.24191463e-1,3,6.480e-12,-1
453,0.353906,7.813e-4,0.4000,0.876845,2.22636508e-3,2.77221073e1,-9.24255143e-1,3,6.898e-12,-1
454,0.354688,7.813e-4,0.4000,0.876993,2.22922604e-3,2.77076880e1,-9.24318591e-1,3,6.165e-12,-1
455,0.355469,7.813e-4,0.4000,0.877140,2.23208376e-3,2.76933273e1,-9.24381809e-1,3,6.386e-12,-1
456,0.356250,7.813e-4,0.4000,0.877287,2.23493824e-3,2.76790249e1,-9.24444796e-1,3,5.723e-12,-1
457,0.357031,7.813e-4,0.4000,0.877432,2.23778951e-3,2.76647806e1,-9.24507555e-1,3,6.825e-12,-1
458,0.357813,7.813e-4,0.4000,0.877577,2.24063757e-3,2.76505940e1,-9.24570088e-1,3,6.312e-12,-1
459,0.358594,7.813e-4,0.4000,0.877720,2.24348243e-3,2.76364649e1,-9.24632394e-1,3,6.316e-12,-1
460,0.359375,7.813e-4,0.4000,0.877863,2.24632411e-3,2.76223928e1,-9.24694476e-1,3,6.432e-12,-1
461,0.360156,7.813e-4,0.4000,0.878005,2.24916260e-3,2.76083776e1,-9.24756335e-1,3,5.932e-12,-1
462,0.360938,7.813e-4,0.4000,0.878146,2.25199793e-3,2.75944189e1,-9.24817972e-1,3,7.923e-12,-1
463,0.361719,7.813e-4,0.4000,0.878286,2.25483011e-3,2.75805164e1,-9.24879388e-1,3,5.905e-12,-1
464,0.362500,7.813e-4,0.4000,0.878426,2.25765914e-3,2.75666698e1,-9.24940584e-1,3,6.162e-12,-1
465,0.363281,7.813e-4,0.4000,0.878564,2.26048503e-3,2.75528788e1,-9.25001562e-1,3,6.530e-12,-1
466,0.364063,7.813e-4,0.4000,0.878703,2.26330779e-3,2.75391431e1,-9.25062323e-1,3,5.871e-12,-1
467,0.364844,7.813e-4,0.4000,0.878850,2.26612745e-3,2.75254624e1,-9.25122868e-1,3,6.487e-12,-1
468,0.365625,7.813e-4,0.4000,0.878995,2.26894399e-3,2.75118365e1,-9.25183198e-1,3,6.075e-12,-1
469,0.366406,7.813e-4,0.4000,0.879140,2.27175744e-3,2.74982651e1,-9.25243314e-1,3,6.663e-12,-1
470,0.367188,7.813e-4,0.4000,0.879283,2.27456781e-3,2.74847478e1,-9.25303218e-1,3,6.192e-12,-1
471,0.367969,7.813e-4,0.4000,0.879426,2.27737510e-3,2.74712844e1,-9.25362911e-1,3,6.815e-12,-1
472,0.368750,7.813e-4,0.4000,0.879568,2.28017932e-3,2.74578746e1,-9.25422394e-1,3,6.736e-12,-1
473,0.369531,7.813e-4,0.4000,0.879710,2.28298049e-3,2.74445181e1,-9.25481667e-1,3,6.180e-12,-1
474,0.370313,7.813e-4,0.4000,0.879850,2.28577862e-3,2.74312147e1,-9.25540733e-1,3,6.308e-12,-1
475,0.371094,7.813e-4,0.4000,0.879990,2.28857371e-3,2.74179641e1,-9.25599592e-1,3,6.219e-12,-1
476,0.371875,7.813e-4,0.4000,0.880129,2.29136577e-3,2.74047659e1,-9.25658245e-1,3,6.381e-12,-1
477,0.372656,7.813e-4,0.4000,0.880267,2.29415481e-3,2.73916200e1,-9.25716694e-1,3,6.274e-12,-1
478,0.373438,7.813e-4,0.4000,0.880404,2.29694085e-3,2.73785260e1,-9.25774940e-1,3,6.608e-12,-1
479,0.374219,7.813e-4,0.4000,0.880540,2.29972389e-3,2.73654838e1,-9.25832983e-1,3,6.557e-12,-1
480,0.375000,7.813e-4,0.4000,0.880676,2.30250394e-3,2.73524929e1,-9.25890825e-1,3,6.817e-12,-1
481,0.375781,7.813e-4,0.4000,0.880811,2.30528102e-3,2.73395532e1,-9.25948466e-1,3,6.366e-12,-1
482,0.376563,7.813e-4,0.4000,0.880945,2.30805512e-3,2.73266645e1,-9.26005909e-1,3,6.256e-12,-1
483,0.377344,7.813e-4,0.4000,0.881078,2.31082627e-3,2.73138263e1,-9.26063153e-1,3,5.961e-12,-1
484,0.378125,7.813e-4,0.4000,0.881211,2.31359446e-3,2.73010386e1,-9.26120200e-1,3,5.795e-12,-1
485,0.378906,7.813e-4,0.4000,0.881343,2.31635972e-3,2.72883009e1,-9.26177052e-1,3,6.560e-12,-1
486,0.379688,7.813e-4,0.4000,0.881474,2.31912204e-3,2.72756132e1,-9.26233708e-1,3,6.373e-12,-1
487,0.380469,7.813e-4,0.4000,0.881604,2.32188143e-3,2.72629750e1,-9.26290171e-1,3,6.636e-12,-1
488,0.381250,7.813e-4,0.4000,0.881734,2.32463792e-3,2.72503862e1,-9.26346440e-1,3,6.899e-12,-1
489,0.382031,7.813e-4,0.4000,0.881863,2.32739150e-3,2.72378466e1,-9.26402518e-1,3,6.953e-12,-1
490,0.382813,7.813e-4,0.4000,0.881991,2.33014218e-3,2.72253558e1,-9.26458405e-1,3,6.466e-12,-1
491,0.383594,7.813e-4,0.4000,0.882118,2.33288998e-3,2.72129136e1,-9.26514102e-1,3,6.121e-12,-1
492,0.384375,7.813e-4,0.4000,0.882244,2.33563490e-3,2.72005198e1,-9.26569610e-1,3,6.281e-12,-1
493,0.385156,7.813e-4,0.4000,0.882371,2.33837695e-3,2.71881742e1,-9.26624930e-1,3,6.440e-12,-1
494,0.385938,7.813e-4,0.4000,0.882504,2.34111614e-3,2.71758765e1,-9.26680063e-1,3,6.576e-12,-1
495,0.386719,7.813e-4,0.4000,0.882637,2.34385248e-3,2.71636264e1,-9.26735010e-1,3,5.876e-12,-1
496,0.387500,7.813e-4,0.4000,0.882769,2.34658597e-3,2.71514237e1,-9.26789773e-1,3,6.628e-12,-1
497,0.388281,7.813e-4,0.4000,0.882900,2.34931663e-3,2.71392682e1,-9.26844351e-1,3,6.759e-12,-1
498,0.389063,7.813e-4,0.4000,0.883031,2.35204447e-3,2.71271596e1,-9.26898746e-1,3,6.331e-12,-1
499,0.389844,7.813e-4,0.4000,0.883160,2.35476949e-3,2.71150978e1,-9.26952959e-1,3,6.317e-12,-1
500,0.390625,7.813e-4,0.4000,0.883290,2.35749170e-3,2.71030825e1,-9.27006990e-1,3,6.767e-12,-1
501,0.391406,7.813e-4,0.4000,0.883418,2.36021111e-3,2.70911134e1,-9.27060842e-1,3,6.937e-12,-1
502,0.392188,7.813e-4,0.4000,0.883546,2.36292774e-3,2.70791903e1,-9.27114514e-1,3,6.469e-12,-1
503,0.392969,7.813e-4,0.4000,0.883673,2.36564157e-3,2.70673131e1,-9.27168007e-1,3,6.563e-12,-1
504,0.393750,7.813e-4,0.4000,0.883799,2.36835264e-3,2.70554814e1,-9.27221323e-1,3,7.908e-12,-1
505,0.394531,7.813e-4,0.4000,0.883925,2.37106094e-3,2.70436950e1,-9.27274462e-1,3,6.331e-12,-1
506,0.395313,7.813e-4,0.4000,0.884050,2.37376648e-3,2.70319538e1,-9.27327426e-1,3,6.395e-12,-1
507,0.396094,7.813e-4,0.4000,0.884174,2.37646927e-3,2.70202575e1,-9.27380215e-1,3,6.396e-12,-1
508,0.396875,7.813e-4,0.4000,0.884298,2.37916932e-3,2.70086059e1,-9.27432829e-1,3,6.187e-12,-1
509,0.397656,7.813e-4,0.4000,0.884420,2.38186664e-3,2.69969987e1,-9.27485271e-1,3,6.485e-12,-1
510,0.398438,7.813e-4,0.4000,0.884543,2.38456123e-3,2.69854358e1,-9.27537540e-1,3,6.715e-12,-1
511,0.399219,7.813e-4,0.4000,0.884664,2.38725311e-3,2.69739170e1,-9.27589638e-1,3,7.130e-12,-1
512,0.400000,7.813e-4,0.4000,0.884785,2.38994228e-3,2.69624420e1,-9.27641565e-1,3,6.569e-12,-1
513,0.400781,7.813e-4,0.4000,0.884905,2.39262875e-3,2.69510105e1,-9.27693323e-1,3,6.805e-12,-1
514,0.401563,7.813e-4,0.4000,0.885025,2.39531252e-3,2.69396225e1,-9.27744912e-1,3,6.203e-12,-1
515,0.402344,7.813e-4,0.4000,0.885144,2.39799361e-3,2.69282777e1,-9.27796333e-1,3,6.697e-12,-1
516,0.403125,7.813e-4,0.4000,0.885262,2.40067203e-3,2.69169759e1,-9.27847587e-1,3,6.395e-12,-1
517,0.403906,7.813e-4,0.4000,0.885380,2.40334778e-3,2.69057168e1,-9.27898674e-1,3,6.972e-12,-1
518,0.404688,7.813e-4,0.4000,0.885496,2.40602086e-3,2.68945003e1,-9.27949596e-1,3,6.841e-12,-1
519,0.405469,7.813e-4,0.4000,0.885613,2.40869129e-3,2.68833262e1,-9.28000353e-1,3,6.006e-12,-1
520,0.406250,7.813e-4,0.4000,0.885728,2.41135908e-3,2.68721943e1,-9.28050947e-1,3,6.935e-12,-1
521,0.407031,7.813e-4,0.4000,0.885848,2.41402423e-3,2.68611043e1,-9.28101377e-1,3,6.908e-12,-1
522,0.407813,7.813e-4,0.4000,0.885970,2.41668675e-3,2.68500561e1,-9.28151645e-1,3,6.629e-12,-1
523,0.408594,7.813e-4,0.4000,0.886091,2.41934665e-3,2.68390494e1,-9.28201752e-1,3,6.313e-12,-1
524,0.409375,7.813e-4,0.4000,0.886212,2.42200393e-3,2.68280841e1,-9.28251698e-1,3,6.770e-12,-1
525,0.410156,7.813e-4,0.4000,0.886332,2.42465861e-3,2.68171600e1,-9.28301484e-1,3,6.819e-12,-1
526,0.410938,7.813e-4,0.4000,0.886451,2.42731069e-3,2.68062769e1,-9.28351111e-1,3,6.202e-12,-1
527,0.411719,7.813e-4,0.4000,0.886570,2.42996018e-3,2.67954345e1,-9.28400580e-1,3,7.134e-12,-1
528,0.412500,7.813e-4,0.4000,0.886688,2.43260708e-3,2.67846328e1,-9.28449891e-1,3,7.034e-12,-1
529,0.413281,7.813e-4,0.4000,0.886805,2.43525140e-3,2.67738714e1,-9.28499045e-1,3,7.115e-12,-1
530,0.414063,7.813e-4,0.4000,0.886922,2.43789316e-3,2.67631503e1,-9.28548043e-1,3,6.727e-12,-1
531,0.414844,7.813e-4,0.4000,0.887038,2.44053235e-3,2.67524692e1,-9.28596886e-1,3,6.342e-12,-1
532,0.415625,7.813e-4,0.4000,0.887154,2.44316899e-3,2.67418279e1,-9.28645575e-1,3,6.490e-12,-1
533,0.416406,7.813e-4,0.4000,0.887269,2.44580308e-3,2.67312262e1,-9.28694110e-1,3,6.316e-12,-1
534,0.417188,7.813e-4,0.4000,0.887383,2.44843464e-3,2.67206640e1,-9.28742491e-1,3,6.336e-12,-1
535,0.417969,7.813e-4,0.4000,0.887497,2.45106366e-3,2.67101411e1,-9.28790721e-1,3,6.691e-12,-1
536,0.418750,7.813e-4,0.4000,0.887610,2.45369015e-3,2.66996573e1,-9.28838798e-1,3,6.224e-12,-1
537,0.419531,7.813e-4,0.4000,0.887723,2.45631412e-3,2.66892125e1,-9.28886725e-1,3,6.677e-12,-1
538,0.420313,7.813e-4,0.4000,0.887835,2.45893559e-3,2.66788063e1,-9.28934502e-1,3,6.476e-12,-1
539,0.421094,7.813e-4,0.4000,0.887946,2.46155455e-3,2.66684387e1,-9.28982130e-1,3,7.130e-12,-1
540,0.421875,7.813e-4,0.4000,0.888057,2.46417101e-3,2.66581095e1,-9.29029608e-1,3,5.953e-12,-1
541,0.422656,7.813e-4,0.4000,0.888167,2.46678498e-3,2.66478185e1,-9.29076939e-1,3,7.070e-12,-1
542,0.423438,7.813e-4,0.4000,0.888277,2.46939647e-3,2.66375655e1,-9.29124122e-1,3,6.653e-12,-1
543,0.424219,7.813e-4,0.4000,0.888386,2.47200549e-3,2.66273503e1,-9.29171159e-1,3,6.206e-12,-1
544,0.425000,7.813e-4,0.4000,0.888495,2.47461203e-3,2.66171728e1,-9.29218050e-1,3,6.478e-12,-1
545,0.425781,7.813e-4,0.4000,0.888603,2.47721611e-3,2.66070328e1,-9.29264795e-1,3,6.961e-12,-1
546,0.426563,7.813e-4,0.4000,0.888710,2.47981774e-3,2.65969302e1,-9.29311396e-1,3,6.246e-12,-1
547,0.427344,7.813e-4,0.4000,0.888817,2.48241692e-3,2.65868647e1,-9.29357854e-1,3,6.253e-12,-1
548,0.428125,7.813e-4,0.4000,0.888923,2.48501365e-3,2.65768362e1,-9.29404168e-1,3,6.875e-12,-1
549,0.428906,7.813e-4,0.4000,0.889036,2.48760796e-3,2.65668445e1,-9.29450339e-1,3,6.723e-12,-1
550,0.429688,7.813e-4,0.4000,0.889148,2.49019983e-3,2.65568895e1,-9.29496369e-1,3,6.382e-12,-1
551,0.430469,7.813e-4,0.4000,0.889259,2.49278928e-3,2.65469709e1,-9.29542257e-1,3,6.608e-12,-1
552,0.431250,7.813e-4,0.4000,0.889369,2.49537632e-3,2.65370887e1,-9.29588005e-1,3,6.889e-12,-1
553,0.432031,7.813e-4,0.4000,0.889480,2.49796095e-3,2.65272427e1,-9.29633613e-1,3,7.339e-12,-1
554,0.432813,7.813e-4,0.4000,0.889589,2.50054318e-3,2.65174326e1,-9.29679082e-1,3,7.226e-12,-1
555,0.433594,7.813e-4,0.4000,0.889698,2.50312302e-3,2.65076584e1,-9.29724412e-1,3,6.473e-12,-1
556,0.434375,7.813e-4,0.4000,0.889807,2.50570046e-3,2.64979198e1,-9.29769604e-1,3,7.452e-12,-1
557,0.435156,7.813e-4,0.4000,0.889915,2.50827553e-3,2.64882167e1,-9.29814659e-1,3,6.824e-12,-1
558,0.435938,7.813e-4,0.4000,0.890022,2.51084822e-3,2.64785490e1,-9.29859577e-1,3,6.862e-12,-1
559,0.436719,7.813e-4,0.4000,0.890129,2.51341854e-3,2.64689165e1,-9.29904359e-1,3,6.672e-12,-1
560,0.437500,7.813e-4,0.4000,0.890235,2.51598650e-3,2.64593190e1,-9.29949006e-1,3,7.105e-12,-1
561,0.438281,7.813e-4,0.4000,0.890341,2.51855210e-3,2.64497564e1,-9.29993518e-1,3,6.451e-12,-1
562,0.439063,7.813e-4,0.4000,0.890446,2.52111535e-3,2.64402285e1,-9.30037895e-1,3,7.525e-12,-1
563,0.439844,7.813e-4,0.4000,0.890551,2.52367627e-3,2.64307352e1,-9.30082139e-1,3,6.942e-12,-1
564,0.440625,7.813e-4,0.4000,0.890655,2.52623484e-3,2.64212763e1,-9.30126251e-1,3,6.239e-12,-1
565,0.441406,7.813e-4,0.4000,0.890759,2.52879109e-3,2.64118516e1,-9.30170229e-1,3,6.666e-12,-1
566,0.442188,7.813e-4,0.4000,0.890862,2.53134501e-3,2.64024611e1,-9.30214076e-1,3,7.130e-12,-1
567,0.442969,7.813e-4,0.4000,0.890965,2.53389661e-3,2.63931045e1,-9.30257792e-1,3,7.211e-12,-1
568,0.443750,7.813e-4,0.4000,0.891067,2.53644590e-3,2.63837817e1,-9.30301377e-1,3,6.642e-12,-1
569,0.444531,7.813e-4,0.4000,0.891168,2.53899289e-3,2.63744926e1,-9.30344833e-1,3,6.054e-12,-1
570,0.445313,7.813e-4,0.4000,0.891270,2.54153758e-3,2.63652370e1,-9.30388158e-1,3,6.629e-12,-1
571,0.446094,7.813e-4,0.4000,0.891370,2.54407997e-3,2.63560147e1,-9.30431355e-1,3,7.140e-12,-1
572,0.446875,7.813e-4,0.4000,0.891470,2.54662008e-3,2.63468257e1,-9.30474424e-1,3,6.171e-12,-1
573,0.447656,7.813e-4,0.4000,0.891570,2.54915791e-3,2.63376697e1,-9.30517365e-1,3,6.686e-12,-1
574,0.448438,7.813e-4,0.4000,0.891669,2.55169346e-3,2.63285467e1,-9.30560179e-1,3,6.409e-12,-1
575,0.449219,7.813e-4,0.4000,0.891768,2.55422675e-3,2.63194564e1,-9.30602867e-1,3,7.129e-12,-1
576,0.450000,7.813e-4,0.4000,0.891867,2.55675777e-3,2.63103988e1,-9.30645428e-1,3,7.145e-12,-1
577,0.450781,7.813e-4,0.4000,0.891970,2.55928654e-3,2.63013737e1,-9.30687864e-1,3,7.006e-12,-1
578,0.451563,7.813e-4,0.4000,0.892074,2.56181306e-3,2.62923809e1,-9.30730176e-1,3,6.630e-12,-1
579,0.452344,7.813e-4,0.4000,0.892176,2.56433733e-3,2.62834203e1,-9.30772362e-1,3,6.306e-12,-1
580,0.453125,7.813e-4,0.4000,0.892278,2.56685936e-3,2.62744918e1,-9.30814426e-1,3,6.308e-12,-1
581,0.453906,7.813e-4,0.4000,0.892380,2.56937916e-3,2.62655953e1,-9.30856366e-1,3,6.832e-12,-1
582,0.454688,7.813e-4,0.4000,0.892481,2.57189674e-3,2.62567305e1,-9.30898183e-1,3,6.636e-12,-1
583,0.455469,7.813e-4,0.4000,0.892582,2.57441209e-3,2.62478974e1,-9.30939878e-1,3,6.932e-12,-1
584,0.456250,7.813e-4,0.4000,0.892682,2.57692523e-3,2.62390958e1,-9.30981452e-1,3,7.019e-12,-1
585,0.457031,7.813e-4,0.4000,0.892781,2.57943616e-3,2.62303256e1,-9.31022905e-1,3,7.361e-12,-1
586,0.457813,7.813e-4,0.4000,0.892881,2.58194488e-3,2.62215867e1,-9.31064237e-1,3,6.824e-12,-1
587,0.458594,7.813e-4,0.4000,0.892979,2.58445141e-3,2.62128788e1,-9.31105449e-1,3,7.184e-12,-1
588,0.459375,7.813e-4,0.4000,0.893078,2.58695574e-3,2.62042020e1,-9.31146542e-1,3,7.379e-12,-1
589,0.460156,7.813e-4,0.4000,0.893175,2.58945789e-3,2.61955560e1,-9.31187515e-1,3,6.683e-12,-1
590,0.460938,7.813e-4,0.4000,0.893273,2.59195786e-3,2.61869407e1,-9.31228371e-1,3,6.260e-12,-1
591,0.461719,7.813e-4,0.4000,0.893370,2.59445566e-3,2.61783560e1,-9.31269108e-1,3,6.675e-12,-1
592,0.462500,7.813e-4,0.4000,0.893466,2.59695128e-3,2.61698018e1,-9.31309728e-1,3,6.949e-12,-1
593,0.463281,7.813e-4,0.4000,0.893562,2.59944474e-3,2.61612779e1,-9.31350232e-1,3,7.873e-12,-1
594,0.464063,7.813e-4,0.4000,0.893657,2.60193604e-3,2.61527842e1,-9.31390618e-1,3,7.027e-12,-1
595,0.464844,7.813e-4,0.4000,0.893752,2.60442519e-3,2.61443206e1,-9.31430889e-1,3,6.835e-12,-1
596,0.465625,7.813e-4,0.4000,0.893847,2.60691220e-3,2.61358869e1,-9.31471045e-1,3,7.256e-12,-1
597,0.466406,7.813e-4,0.4000,0.893941,2.60939706e-3,2.61274830e1,-9.31511086e-1,3,7.592e-12,-1
598,0.467188,7.813e-4,0.4000,0.894035,2.61187978e-3,2.61191088e1,-9.31551012e-1,3,7.084e-12,-1
599,0.467969,7.813e-4,0.4000,0.894128,2.61436038e-3,2.61107642e1,-9.31590824e-1,3,7.681e-12,-1
600,0.468750,7.813e-4,0.4000,0.894221,2.61683885e-3,2.61024490e1,-9.31630523e-1,3,6.986e-12,-1
601,0.469531,7.813e-4,0.4000,0.894313,2.61931520e-3,2.60941631e1,-9.31670110e-1,3,7.294e-12,-1
602,0.470313,7.813e-4,0.4000,0.894405,2.62178943e-3,2.60859065e1,-9.31709583e-1,3,6.928e-12,-1
603,0.471094,7.813e-4,0.4000,0.894496,2.62426156e-3,2.60776789e1,-9.31748945e-1,3,7.502e-12,-1
604,0.471875,7.813e-4,0.4000,0.894588,2.62673158e-3,2.60694802e1,-9.31788195e-1,3,8.432e-12,-1
605,0.472656,7.813e-4,0.4000,0.894684,2.62919951e-3,2.60613104e1,-9.31827335e-1,3,6.993e-12,-1
606,0.473438,7.813e-4,0.4000,0.894779,2.63166534e-3,2.60531693e1,-9.31866363e-1,3,6.789e-12,-1
607,0.474219,7.813e-4,0.4000,0.894874,2.63412908e-3,2.60450568e1,-9.31905282e-1,3,7.272e-12,-1
608,0.475000,7.813e-4,0.4000,0.894969,2.63659074e-3,2.60369727e1,-9.31944091e-1,3,7.404e-12,-1
609,0.475781,7.813e-4,0.4000,0.895063,2.63905033e-3,2.60289170e1,-9.31982791e-1,3,6.975e-12,-1
610,0.476563,7.813e-4,0.4000,0.895156,2.64150784e-3,2.60208895e1,-9.32021382e-1,3,7.219e-12,-1
611,0.477344,7.813e-4,0.4000,0.895250,2.64396329e-3,2.60128902e1,-9.32059865e-1,3,6.715e-12,-1
612,0.478125,7.813e-4,0.4000,0.895343,2.64641667e-3,2.60049188e1,-9.32098241e-1,3,6.896e-12,-1
613,0.478906,7.813e-4,0.4000,0.895435,2.64886800e-3,2.59969753e1,-9.32136509e-1,3,7.876e-12,-1
614,0.479688,7.813e-4,0.4000,0.895527,2.65131728e-3,2.59890596e1,-9.32174670e-1,3,6.906e-12,-1
615,0.480469,7.813e-4,0.4000,0.895619,2.65376451e-3,2.59811716e1,-9.32212724e-1,3,6.438e-12,-1
616,0.481250,7.813e-4,0.4000,0.895710,2.65620970e-3,2.59733111e1,-9.32250673e-1,3,7.077e-12,-1
617,0.482031,7.813e-4,0.4000,0.895801,2.65865285e-3,2.59654780e1,-9.32288516e-1,3,6.857e-12,-1
618,0.482813,7.813e-4,0.4000,0.895891,2.66109397e-3,2.59576722e1,-9.32326254e-1,3,7.262e-12,-1
619,0.483594,7.813e-4,0.4000,0.895981,2.66353307e-3,2.59498936e1,-9.32363888e-1,3,7.573e-12,-1
620,0.484375,7.813e-4,0.4000,0.896070,2.66597015e-3,2.59421422e1,-9.32401417e-1,3,6.828e-12,-1
621,0.485156,7.813e-4,0.4000,0.896160,2.66840521e-3,2.59344177e1,-9.32438843e-1,3,7.228e-12,-1
622,0.485938,7.813e-4,0.4000,0.896248,2.67083826e-3,2.59267200e1,-9.32476165e-1,3,7.677e-12,-1
623,0.486719,7.813e-4,0.4000,0.896337,2.67326930e-3,2.59190492e1,-9.32513384e-1,3,6.758e-12,-1
624,0.487500,7.813e-4,0.4000,0.896424,2.67569834e-3,2.59114050e1,-9.32550501e-1,3,7.299e-12,-1
625,0.488281,7.813e-4,0.4000,0.896512,2.67812539e-3,2.59037873e1,-9.32587515e-1,3,7.667e-12,-1
626,0.489063,7.813e-4,0.4000,0.896599,2.68055044e-3,2.58961961e1,-9.32624428e-1,3,6.715e-12,-1
627,0.489844,7.813e-4,0.4000,0.896686,2.68297351e-3,2.58886312e1,-9.32661240e-1,3,7.315e-12,-1
628,0.490625,7.813e-4,0.4000,0.896772,2.68539460e-3,2.58810925e1,-9.32697951e-1,3,7.326e-12,-1
629,0.491406,7.813e-4,0.4000,0.896858,2.68781371e-3,2.58735799e1,-9.32734561e-1,3,7.520e-12,-1
630,0.492188,7.813e-4,0.4000,0.896943,2.69023085e-3,2.58660934e1,-9.32771072e-1,3,7.489e-12,-1
631,0.492969,7.813e-4,0.4000,0.897028,2.69264602e-3,2.58586327e1,-9.32807483e-1,3,6.807e-12,-1
632,0.493750,7.813e-4,0.4000,0.897113,2.69505923e-3,2.58511979e1,-9.32843794e-1,3,7.230e-12,-1
633,0.494531,7.813e-4,0.4000,0.897201,2.69747049e-3,2.58437887e1,-9.32880007e-1,3,7.262e-12,-1
634,0.495313,7.813e-4,0.4000,0.897290,2.69987979e-3,2.58364051e1,-9.32916122e-1,3,7.653e-12,-1
635,0.496094,7.813e-4,0.4000,0.897378,2.70228714e-3,2.58290471e1,-9.32952138e-1,3,7.544e-12,-1
636,0.496875,7.813e-4,0.4000,0.897466,2.70469255e-3,2.58217144e1,-9.32988057e-1,3,7.420e-12,-1
637,0.497656,7.813e-4,0.4000,0.897554,2.70709602e-3,2.58144070e1,-9.33023879e-1,3,8.364e-12,-1
638,0.498438,7.813e-4,0.4000,0.897641,2.70949756e-3,2.58071248e1,-9.33059604e-1,3,8.185e-12,-1
639,0.499219,7.813e-4,0.4000,0.897728,2.71189717e-3,2.57998677e1,-9.33095232e-1,3,7.493e-12,-1
640,0.500000,7.812e-4,0.4000,0.897814,2.71429485e-3,2.57926356e1,-9.33130765e-1,3,7.098e-12,2
641,0.500781,7.813e-4,0.4000,0.897900,2.71669061e-3,2.57854283e1,-9.33166202e-1,3,7.573e-12,-1
642,0.501562,7.813e-4,0.4000,0.897986,2.71908446e-3,2.57782459e1,-9.33201543e-1,3,7.993e-12,-1
643,0.502344,7.813e-4,0.4000,0.898071,2.72147640e-3,2.57710881e1,-9.33236790e-1,3,7.544e-12,-1
644,0.503125,7.813e-4,0.4000,0.898156,2.72386643e-3,2.57639550e1,-9.33271942e-1,3,6.949e-12,-1
645,0.503906,7.813e-4,0.4000,0.898241,2.72625456e-3,2.57568463e1,-9.33307000e-1,3,8.541e-12,-1
646,0.504687,7.813e-4,0.4000,0.898325,2.72864079e-3,2.57497620e1,-9.33341965e-1,3,7.351e-12,-1
647,0.505469,7.813e-4,0.4000,0.898409,2.73102513e-3,2.57427020e1,-9.33376836e-1,3,7.631e-12,-1
648,0.506250,7.813e-4,0.4000,0.898492,2.73340758e-3,2.57356663e1,-9.33411613e-1,3,7.556e-12,-1
649,0.507031,7.813e-4,0.4000,0.898575,2.73578815e-3,2.57286546e1,-9.33446299e-1,3,7.728e-12,-1
650,0.507812,7.813e-4,0.4000,0.898658,2.73816684e-3,2.57216670e1,-9.33480892e-1,3,7.216e-12,-1
651,0.508594,7.813e-4,0.4000,0.898740,2.74054365e-3,2.57147033e1,-9.33515393e-1,3,6.814e-12,-1
652,0.509375,7.813e-4,0.4000,0.898822,2.74291859e-3,2.57077634e1,-9.33549803e-1,3,7.276e-12,-1
653,0.510156,7.813e-4,0.4000,0.898904,2.74529167e-3,2.57008473e1,-9.33584121e-1,3,7.397e-12,-1
654,0.510937,7.813e-4,0.4000,0.898985,2.74766289e-3,2.56939548e1,-9.33618349e-1,3,6.786e-12,-1
655,0.511719,7.813e-4,0.4000,0.899066,2.75003224e-3,2.56870858e1,-9.33652486e-1,3,7.581e-12,-1
656,0.512500,7.813e-4,0.4000,0.899147,2.75239975e-3,2.56802403e1,-9.33686533e-1,3,6.967e-12,-1
657,0.513281,7.813e-4,0.4000,0.899227,2.75476541e-3,2.56734182e1,-9.33720490e-1,3,7.923e-12,-1
658,0.514062,7.813e-4,0.4000,0.899307,2.75712922e-3,2.56666193e1,-9.33754358e-1,3,8.015e-12,-1
